Sentence,Definition?
"In this paper we show that these properties are no accident: for any Schonfinkel algebra Lambda , the Herbrand realizability topos over Lambda  may be obtained as the Gleason cover (in the sense of Johnstone) of the ordinary realizability topos over Lambda .",0
"As a corollary, we obtain the functoriality of the Herbrand realizability construction on the category of Schonfinkel algebras and computationally dense applicative morphisms.",0
An ergodic action of a compact quantum group G  on an operator algebra A  can be interpreted as a quantum homogeneous space for G .,0
"Such an action gives rise to the category of finite equivariant Hilbert modules over A , which has a module structure over the tensor category Rep(G)  of finite-dimensional representations of G .",0
"We show that there is a one-to-one correspondence between the quantum G -homogeneous spaces up to equivariant Morita equivalence, and indecomposable module C^* -categories over Rep(G)  up to natural equivalence.",0
This gives a global approach to the duality theory for ergodic actions as developed by Pinzari and Roberts.,0
This is the first in a series of papers laying the foundations for a differential graded approach to derived differential geometry (and other geometries in characteristic zero).,0
"In this paper, we study theories of supercommutative algebras for which infinitely differentiable functions can be evaluated on elements.",0
Such a theory is called a super Fermat theory.,1
Any category of superspaces and smooth functions has an associated such theory.,0
"This includes both real and complex supermanifolds, as well as algebraic superschemes.",0
"In particular, there is a super Fermat theory of C^infinity -superalgebras.",0
"C^infinity -superalgebras are the appropriate notion of supercommutative algebras in the world of C^infinity -rings, the latter being of central importance both to synthetic differential geometry and to all existing models of derived smooth manifolds.",0
A super Fermat theory is a natural generalization of the concept of a Fermat theory introduced by Dubuc and Kock.,0
"We show that any Fermat theory admits a canonical superization, however not every super Fermat theory arises in this way.",0
"For a fixed super Fermat theory, we go on to study a special subcategory of algebras called near-point determined algebras, and derive many of their algebraic properties.",0
"We introduce the notion of weakly globular double categories, a particular class of strict double categories, as a way to model weak 2-categories.",0
We show that this model is suitably equivalent to bicategories and give an explicit description of the functors involved in this biequivalence.,0
As an application we show that groupoidal weakly globular double categories model homotopy 2-types.,0
We define relative regular Maltsev categories and give an overview of conditions which are equivalent to the relative Maltsev axiom.,0
These include conditions on relations as well as conditions on simplicial objects.,0
We also give various examples and counterexamples.,0
Cartesian differential categories abstractly capture the notion of a differentiation operation.,0
"In this paper, we develop some of the theory of such categories by defining differential forms and exterior differentiation in this setting.",0
"We show that this exterior derivative, as expected, produces a cochain complex.",0
"In this article we extend the theory of lax monoidal structures, also known as multitensors, and the monads on categories of enriched graphs that they give rise to.",0
Our first principal result—the lifting theorem for multitensors—enables us to see the Gray tensor product of 2-categories and the Crans tensor product of Gray categories as part of this framework.,0
"We define weak n -categories with strict units by means of a notion of reduced higher operad, using the theory of algebraic weak factorisation systems.",0
"Our second principal result is to establish a lax tensor product on the category of weak n -categories with strict units, so that enriched categories with respect to this tensor product are exactly weak (n+1) -categories with strict units.",0
"In this paper we unify the developments of Batanin, Batanin-Weber and Cheng into a single framework in which the interplay between multitensors on a category V , and monads on the category cal G V  of graphs enriched in V , is taken as fundamental.",0
"The material presented here is the conceptual background for subsequent work: in Batanin-Cisinski-Weber the Gray tensor product of 2-categories and the Crans tensor product of Gray categories are exhibited as existing within our framework, and in Weber the explicit construction of the funny tensor product of categories is generalised to a large class of Batanin operads.",0
It is known that strict omega-categories are equivalent through the nerve functor to complicial sets and to sets with complicial identities.,0
It follows that complicial sets are equivalent to sets with complicial identities.,0
We discuss these equivalences.,0
"In particular we give a conceptual proof that the nerves of omega-categories are complicial sets, and a direct proof that complicial sets are sets with complicial identities.",0
We show that the nerve of a strict omega-category can be described algebraically as a simplicial set with additional operations subject to certain identities.,0
The resulting structures are called sets with complicial identities.,1
We also construct an equivalence between the categories of strict omega-categories and of sets with complical identities.,0
In this paper we consider generalized metric spaces in the sense of Lawvere and the categorical Isbell completion construction.,0
"We show that this is an analogue of the tight span construction of classical metric spaces, and that the Isbell completion coincides with the directed tight span of Hirai and Koichi.",0
"The notions of categorical completion and cocompletion are related to the existence of semi-tropical module structure, and it is shown that the Isbell completion (hence the directed tight span) has two different semi-tropical module structures.",
"We develop a theory of categories which are simultaneously (i) indexed over a base category S  with finite products, and (ii) enriched over an S -indexed monoidal category V .",0
"This includes classical enriched categories, indexed and fibered categories, and internal categories as special cases.",0
"We then describe the appropriate notion of ``limit'' for such enriched indexed categories, and show that they admit ``free cocompletions'' constructed as usual with a Yoneda embedding.",0
"Each distributor between categories enriched over a small quantaloid Q  gives rise to two adjunctions between the categories of contravariant and covariant presheaves, and hence to two monads.",0
These two adjunctions are respectively generalizations of Isbell adjunctions and Kan extensions in category theory.,0
It is proved that these two processes are functorial with infomorphisms playing as morphisms between distributors; and that the free cocompletion functor of Q -categories factors through both of these functors.,0
The purpose of this text is the study of the class of homotopy types which are modelized by strict infinity -groupoids.,0
We show that the homotopy category of simply connected strict infinity -groupoids is equivalent to the derived category in homological degree d ge 2  of abelian groups.,0
We deduce that the simply connected homotopy types modelized by strict infinity -groupoids are precisely the products of Eilenberg-Mac Lane spaces.,0
We also briefly study 3-categories with weak inverses.,0
We finish by two questions about the problem suggested by the title of this text.,0
"Moerdijk's site description for equivariant sheaf toposes on open topological groupoids is used to give a proof for the (known, but apparently unpublished) proposition that if H  is a subgroupoid of an open topological groupoid G , then the topos of equivariant sheaves on H  is a subtopos of the topos of equivariant sheaves on G .",0
This proposition is then applied to the study of quotient geometric theories and subtoposes.,0
"In particular, an intrinsic characterization is given of those subgroupoids that are definable by quotient theories.",0
We introduce an axiomatic framework for the parallel transport of connections on gerbes.,0
"It incorporates parallel transport along curves and along surfaces, and is formulated in terms of gluing axioms and smoothness conditions.",0
"The smoothness conditions are imposed with respect to a strict Lie 2-group, which plays the role of a band, or structure 2-group.",0
"Upon choosing certain examples of Lie 2-groups, our axiomatic framework reproduces in a systematical way several known concepts of gerbes with connection: non-abelian differential cocycles, Breen-Messing gerbes, abelian and non-abelian bundle gerbes.",0
These relationships convey a well-defined notion of surface holonomy from our axiomatic framework to each of these concrete models.,0
"Till now, holonomy was only known for abelian gerbes; our approach reproduces that known concept and extends it to non-abelian gerbes.",0
"Several new features of surface holonomy are exposed under its extension to non-abelian gerbes; for example, it carries an action of the mapping class group of the surface.",0
"By Gelfand-Neumark duality, the category C^*Alg  of commutative C^* -algebras is dually equivalent to the category of compact Hausdorff spaces, which by Stone duality, is also dually equivalent to the category ubal  of uniformly complete bounded Archimedean l -algebras.",0
"Consequently, C^*Alg  is equivalent to ubal , and this equivalence can be described through complexification.",0
In this article we study ubal  within the larger category bal  of bounded Archimedean l -algebras.,0
"We show that ubal  is the smallest nontrivial reflective subcategory of bal , and that ubal  consists of exactly those objects in bal  that are epicomplete, a fact that includes a categorical formulation of the Stone-Weierstrass theorem for bal .",0
It follows that ubal  is the unique nontrivial reflective epicomplete subcategory of bal .,0
"We also show that each nontrivial reflective subcategory of bal  is both monoreflective and epireflective, and exhibit two other interesting reflective subcategories of bal  involving Gelfand rings and square closed rings.",0
"Dually, we show that Specker { R} -algebras are precisely the co-epicomplete objects in bal .",0
"We prove that the category spec  of Specker  R -algebras is a mono-coreflective subcategory of bal  that is co-epireflective in a mono-coreflective subcategory of bal  consisting of what we term l -clean rings, a version of clean rings adapted to the order-theoretic setting of bal .",0
We conclude the article by discussing the import of our results in the setting of complex * -algebras through complexification.,0
We exhibit sufficient conditions for a monoidal monad T  on a monoidal category C  to induce a monoidal structure on the Eilenberg-Moore category C^T  that represents bimorphisms.,0
The category of actions in C^T  is then shown to be monadic over the base category C .,0
"In this paper, we prove that the category of vacant n -tuple groupoids is equivalent to the category of factorizations of groupoids by n  factors that satisfy some Yang-Baxter type equation.",0
"Moreover we extend this equivalence to the category of maximally exclusive n -tuple groupoids, which we define, by dropping one assumption.",0
The paper concludes by a note on how these results could tell us more about some Lie groups of interest.,0
Suppose that S  is a space.,0
"There is an injective and a projective model structure for the resulting category of spaces with S -action, and both are easily derived.",0
These model structures are special cases of model structures for presheaf-valued diagrams X  defined on a fixed presheaf of categories E  which is enriched in simplicial sets.,0
"Varying the parameter category object E  (or parameter space S ) along with the diagrams X  up to weak equivalence requires model structures for E -diagrams having weak equivalences defined by homotopy colimits, and a generalization of Thomason's model structure for small categories to a model structure for presheaves of simplicial categories.",0
"We present the no-iteration version of the coherence conditions necessary to define a pseudomonad, and a description of the algebras for it in a similar fashion.",0
"We show that every no-iteration pseudomonad induces a pseudomonad, and that the corresponding algebras are equivalent.",0
"We also show that every pseudomonad induces a no-iteration pseudomonad, and again, that the corresponding algebras are equivalent.",0
We conclude with an analysis of the algebras for the 2-monad (-)^{{2}}  on Cat in the light of the no-iteration description of the algebras.,0
"Even a functor without an adjoint induces a monad, namely, its codensity monad; this is subject only to the existence of certain limits.",0
We clarify the sense in which codensity monads act as substitutes for monads induced by adjunctions.,0
We also expand on an undeservedly ignored theorem of Kennison and Gildenhuys: that the codensity monad of the inclusion of (finite sets) into (sets) is the ultrafilter monad.,0
This result is analogous to the correspondence between measures and integrals.,0
"So, for example, we can speak of integration against an ultrafilter.",0
"Using this language, we show that the codensity monad of the inclusion of (finite-dimensional vector spaces) into (vector spaces) is double dualization.",0
From this it follows that compact Hausdorff spaces have a linear analogue: linearly compact vector spaces.,0
"Finally, we show that ultraproducts are categorically inevitable: the codensity monad of the inclusion of (finite families of sets) into (families of sets) is the ultraproduct monad.",0
The category of bisimplicial presheaves carries a model structure for which the weak equivalences are defined by the diagonal functor and the cofibrations are monomorphisms.,0
This model structure has the most cofibrations of a large family of model structures with weak equivalences defined by the diagonal.,0
"The diagonal structure for bisimplicial presheaves specializes to a diagonal model structure for bisimplicial sets, for which the fibrations are the Kan fibrations.",0
"We show that every geometric morphism between realizability toposes satisfies the condition that its inverse image commutes with the `constant object' functors, which was assumed by John Longley in his pioneering study of such morphisms.",0
"We also provide the answer to something which was stated as an open problem on Jaap van Oosten's book on realizability toposes: if a subtopos of a realizability topos is (co)complete, it must be either the topos of sets or the degenerate topos.",0
And we present a new and simpler condition equivalent to the notion of computational density for applicative morphisms of Schonfinkel algebras.,0
By a `completion' on a 2-category K  we mean here an idempotent pseudomonad on K .,1
We are particularly interested in pseudomonads that arise from KZ -doctrines.,0
"Motivated by a question of Lawvere, we compare the Cauchy completion, defined in the setting of V-Cat  for V  a symmetric monoidal closed category, with the Grothendieck completion, defined in the setting of S -indexed Cat  for S  a topos.",0
To this end we introduce a unified setting (`indexed enriched category theory') in which to formulate and study certain properties of KZ -doctrines.,0
"We find that, whereas all of the KZ -doctrines that are relevant to this discussion (Karoubi, Cauchy, Stack, Grothendieck) may be regarded as `bounded', only the Cauchy and the Grothendieck completions are `tightly bounded'–two notions that we introduce and study in this paper.",0
Tightly bounded KZ -doctrines are shown to be idempotent.,0
"We also show, in a different approach to answering the motivating question, that the Cauchy completion (defined using `distributors') and the Grothendieck completion (defined using `generalized functors') are actually equivalent constructions.",0
We show that any traced * -autonomous category is compact closed.,0
We deeply analyse the structural organisation of the fibration of points and of the monad of internal groupoids.,0
From that we derive: (i) a new characterization of internal groupoids among reflexive graphs in the Maltsev context; (ii) a setting in which a Maltsev category is necessarily a protomodular category.,0
"The category _{A}{S}_{A}  of bisemimodules over a semialgebra A,  with the so called Takahashi's tensor-like product -boxtimes _{A}-,  is semimonoidal but not monoidal.",0
"Although not a unit in _{A}{S}% _{A},  the base semialgebra A  has properties of a semiunit (in a sense which we clarify in this note).",0
"Motivated by this interesting example, we investigate semiunital semimonoidal categories ({V}% , bullet , {I})  as a framework for studying notions like semimonoids (semicomonoids) as well as a notion of monads (comonads) which we call {J} -monads ( {J} -comonads) with respect to the endo-functor {J}: = {I}bullet - = -bullet {I}: {V}longrightarrow {V} .",0
This motivated also introducing a more generalized notion of monads (comonads) in arbitrary categories with respect to arbitrary endo-functors.,0
"Applications to the semiunital semimonoidal variety (_{A}{S}_{A}, boxtimes _{A}, A)  provide us with examples of semiunital A -semirings (semicounital A -semicorings) and semiunitary semimodules (semicounitary semicomodules) which extend the classical notions of unital rings (counital corings) and unitary modules (counitary comodules).",0
The main source of inspiration for the present paper is the work of Rosebrugh and Wood on constructively completely distributive lattices where the authors elegantly employ the concepts of adjunction and module.,0
"Both notions (suitably adapted) are available in topology too, which permits us to investigate topological, metric and other kinds of spaces in a similar spirit.",0
We introduce here the notion of distributive space and algebraic space and show in particular that the category of distributive spaces and colimit preserving maps is dually equivalent to the idempotent split completion of a category of spaces and convergence relations between them.,0
"We explain the connection of this result to the well-known duality between topological spaces and frames, and deduce further duality theorems.",0
"Given a horizontal monoid M  in a duoidal category cal F , we examine the relationship between bimonoid structures on M  and monoidal structures on the category cal F^{ast M}  of right M -modules which lift the vertical monoidal structure of cal F .",0
"We obtain our result using a variant of the so-called Tannaka adjunction; that is, an adjunction inducing the equivalence which expresses Tannaka duality.",0
The approach taken utilizes hom-enriched categories rather than categories on which a monoidal category acts (``actegories'').,0
"The requirement of enrichment in cal F  itself demands the existence of some internal homs, leading to the consideration of convolution for duoidal categories.",0
"Proving that certain hom-functors are monoidal, and so take monoids to monoids, unifies classical convolution in algebra and Day convolution for categories.",0
Hopf bimonoids are defined leading to a lifting of closed structures on cal F  to cal F^{ast M} .,0
We introduce the concept of warping monoidal structures and this permits the construction of new duoidal categories.,0
One of the open problems in higher category theory is the systematic construction of the higher dimensional analogues of the Gray tensor product of 2-categories.,0
"In this paper we continue the developments of some other papers by understanding the natural generalisations of Gray's little brother, the funny tensor product of categories.",0
"In fact we exhibit for any higher categorical structure definable by a normalised n -operad in the sense of Batanin, an analogous tensor product which forms a symmetric monoidal closed structure on the category of algebras of the operad.",0
We study the monoidal structure of the standard strictification functor st : Bicat arrow 2Cat .,0
"In doing so, we construct monoidal structures on the 2-category whose objects are bicategories and on the 2-category whose objects are 2-categories.",0
We study the totality of categories weakly enriched in a monoidal bicategory using a notion of enriched icon as 2-cells.,0
We show that when the monoidal bicategory in question is symmetric then this process can be iterated.,0
We show that starting from the symmetric monoidal bicategory Cat and performing the construction twice yields a convenient symmetric monoidal bicategory of partially strict tricategories.,0
We show that restricting to the doubly degenerate ones immediately gives the correct bicategory of `2-tuply monoidal categories' missing from our earlier studies of the Periodic Table.,0
We propose a generalisation to all k -tuply monoidal n -categories.,0
Geometric morphisms between realizability toposes are studied in terms of morphisms between partial combinatory algebras.,0
The morphisms inducing geometric morphisms (the computationally dense ones) are seen to be the ones whose `lifts' to a kind of completion have right adjoints.,0
We characterize topos inclusions corresponding to a general form of relative computability.,0
We characterize partial combinatory algebras whose realizability topos admits a geometric morphism to the effective topos.,0
In this paper we introduce two notions—systems of fibrant objects and fibration structures—which will allow us to associate to a bicategory B  a homotopy bicategory Ho(B)  in such a way that Ho(B)  is the universal way to add pseudo-inverses to weak equivalences in B .,0
"Furthermore, Ho(B)  is locally small when B  is and Ho(B)  is a 2-category when B  is.",0
We thereby resolve two of the problems with known approaches to bicategorical localization.,0
"As an important example, we describe a fibration structure on the 2-category of prestacks on a site and prove that the resulting homotopy bicategory is the 2-category of stacks.",0
"We also show how this example can be restricted to obtain algebraic, differentiable and topological (respectively) stacks as homotopy categories of algebraic, differential and topological (respectively) prestacks.",0
"Given a torsion bundle gerbe on a compact smooth manifold or, more generally, on a compact étale Lie groupoid M , we show that the corresponding category of gerbe modules is equivalent to the category of finitely generated projective modules over an Azumaya algebra on M .",0
This result can be seen as an equivariant Serre-Swan theorem for twisted vector bundles.,0
"Given a monad T  on a suitable enriched category B  equipped with a proper factorization system (E, M) , we define notions of T -completion, T -closure, and T -density.",0
"We show that not only the familiar notions of completion, closure, and density in normed vector spaces, but also the notions of sheafification, closure, and density with respect to a Lawvere-Tierney topology, are instances of the given abstract notions.",0
"The process of T -completion is equally the enriched idempotent monad associated to T  (which we call the idempotent core of T ), and we show that it exists as soon as every morphism in B  factors as a T -dense morphism followed by a T -closed M -embedding.",0
The latter hypothesis is satisfied as soon as B  has certain pullbacks as well as wide intersections of M -embeddings.,0
"Hence the resulting theorem on the existence of the idempotent core of an enriched monad entails Fakir's existence result in the non-enriched case, as well as adjoint functor factorization results of Applegate-Tierney and Day.",0
In this paper we consider a notion of pointwise Kan extension in double categories that naturally generalises Dubuc's notion of pointwise Kan extension along enriched functors.,0
"We show that, when considered in equipments that admit opcartesian tabulations, it generalises Street's notion of pointwise Kan extension in 2-categories.",0
We provide a diagrammatic criterion for the existence of an absolute colimit in the context of enriched category theory.,0
"We show that the category of categories fibred over a site is a generalized Quillen model category in which the weak equivalences are the local equivalences and the fibrant objects are the stacks, as they were defined by Giraud.",0
The generalized model category restricts to one on the full subcategory whose objects are the categories fibred in groupoids.,0
We show that the category of sheaves of categories is a model category that is Quillen equivalent to the generalized model category for stacks and to the model category for strong stacks due to Joyal and Tierney.,0
A pre-cohesive geometric morphism p: cal E arrow cal S  satisfies Continuity if the canonical p_clik (X^{p^* S}) arrow (p_clik X)^S  is an isomorphism for every X  in cal E  and S  in cal S .,1
"We show that if cal S = Set  and cal E  is a presheaf topos then, p  satisfies Continuity if and only if it is a quality type.",0
Our proof of this characterization rests on a related result showing that Continuity and Sufficient Cohesion are incompatible for presheaf toposes.,0
This incompatibility raises the question whether Continuity and Sufficient Cohesion are ever compatible for Grothendieck toposes.,0
We show that the answer is positive by building some examples.,0
We present a weak form of a recognition principle for Quillen model categories due to Smith.,0
We use it to put a model category structure on the category of small categories enriched over a suitable monoidal simplicial model category.,0
The proof uses a part of the model structure on small simplicial categories due to Bergner.,0
We give an application of the weak form of Smith's result to left Bousfield localizations of categories of monoids in a suitable monoidal model category.,0
We show that the composition of a homotopically meaningful `geometric realization' (or simple functor) with the simplicial replacement produces all homotopy colimits and Kan extensions in a relative category which is closed under coproducts.,0
"Examples (and its duals) include model categories, Delta -closed classes and other concrete examples such as complexes on (AB4) abelian categories, (filtered) commutative dg algebras and mixed Hodge complexes.",0
"The resulting homotopy colimits satisfy the expected properties as cofinality and Fubini, and are moreover colimits in a suitable 2-category of relative categories.",0
"Conversely, the existence of homotopy colimits satisfying these properties guarantees that hocolim_{Delta^o}  is a simple functor.",0
We continue the development of the infinitesimal deformation theory of pasting diagrams of k -linear categories begun in other work.,0
"In that article the standard result that all obstructions are cocycles was established only for the elementary, composition-free parts of pasting diagrams.",0
In the present work we give a proof for pasting diagrams in general.,0
"As tools we use the method developed by Shrestha of simultaneously representing formulas for obstructions, along with the corresponding cocycle and cobounding conditions by suitably labeled polygons, giving a rigorous exposition of the previously heuristic method; and deformations of pasting diagrams in which some cells are required to be deformed trivially.",0
"We study the monoidal closed category of symmetric multicategories, especially in relation with its cartesian structure and with sequential multicategories (whose arrows are sequences of concurrent arrows in a given category).",0
Then we consider cartesian multicategories in a similar perspective and develop some peculiar items such as algebraic products.,0
Several classical facts arise as a consequence of this analysis when some of the multicategories involved are representable.,0
"In a paper of 1974, Brian Day employed a notion of factorization system in the context of enriched category theory, replacing the usual diagonal lifting property with a corresponding criterion phrased in terms of hom-objects.",0
We set forth the basic theory of such enriched factorization systems.,0
"In particular, we establish stability properties for enriched prefactorization systems, we examine the relation of enriched to ordinary factorization systems, and we provide general results for obtaining enriched factorizations by means of wide (co)intersections.",0
"As a special case, we prove results on the existence of enriched factorization systems involving enriched strong monomorphisms or strong epimorphisms.",0
Any functor from the category of C* -algebras to the category of locales that assigns to each commutative C* -algebra its Gelfand spectrum must be trivial on algebras of n -by- n  matrices for n geq 3 .,0
"This obstruction also applies to other spectra such as those named after Zariski, Stone, and Pierce.",0
"We extend these no-go results to functors with values in (ringed) topological spaces, (ringed) toposes, schemes, and quantales.",0
The possibility of spectra in other categories is discussed.,0
We introduce a category that represents varying risk as well as ambiguity.,0
"We give a generalized conditional expectation as a presheaf for this category, which not only works as a traditional conditional expectation given a sigma -field but also is compatible with change of measure.",0
"Then, we reformulate dynamic monetary value measures as a presheaf for the category.",0
"We show how some axioms of dynamic monetary value measures in the classical setting are deduced as theorems in the new formulation, which is evidence that the axioms are correct.",0
"Finally, we point out the possibility of giving a theoretical criteria with which we can pick up appropriate sets of axioms required for monetary value measures to be good, using a topology-as-axioms paradigm.",0
The coordinate projective line over a field is seen as a groupoid with a further `projection' structure.,0
"We investigate conversely to what extent such an, abstractly given, groupoid may be coordinatized by a suitable field constructed out of the geometry.",0
"We give a new characterization of relative entropy, also known as the Kullback-Leibler divergence.",0
We use a number of interesting categories related to probability theory.,0
"In particular, we consider a category FinStat where an object is a finite set equipped with a probability distribution, while a morphism is a measure-preserving function f maps X to Y  together with a stochastic right inverse s maps Y to X .",0
"The function f  can be thought of as a measurement process, while s  provides a hypothesis about the state of the measured system given the result of a measurement.",0
Given this data we can define the entropy of the probability distribution on X  relative to the `prior' given by pushing the probability distribution on Y  forwards along s .,0
We say that s  is `optimal' if these distributions agree.,1
"We show that any convex linear, lower semicontinuous functor from FinStat  to the additive monoid [0, infinity]  which vanishes when s  is optimal must be a scalar multiple of this relative entropy.",0
"Our proof is independent of all earlier characterizations, but inspired by the work of Petz.",0
A notion of central importance in categorical topology is that of topological functor.,0
A faithful functor cal E to cal B  is called topological if it admits cartesian liftings of all (possibly large) families of arrows; the basic example is the forgetful functor Top to Set .,1
"A topological functor cal E to 1  is the same thing as a (large) complete preorder, and the general topological functor cal E to cal B  is intuitively thought of as a ""complete preorder relative to cal B "".",0
"We make this intuition precise by considering an enrichment base cal Q_cal B  such that cal Q_cal B -enriched categories are faithful functors into cal B , and show that, in this context, a faithful functor is topological if and only if it is total (or totally cocomplete) in the sense of Street-Walters.",0
"We also consider the MacNeille completion of a faithful functor to a topological one, first described by Herrlich, and show that it may be obtained as an instance of Isbell's generalised notion of MacNeille completion for enriched categories.",0
"We discuss various concepts of infinity -homotopies, as well as the relations between them (focussing on the Leibniz type).",0
In particular infinity - n -homotopies appear as the n -simplices of the nerve of a complete Lie {infinity} -algebra.,0
"In the nilpotent case, this nerve is known to be a Kan complex.",0
"We argue that there is a quasi-category of infinity -algebras and show that for truncated infinity -algebras, that is, categorified algebras, this infinity -categorical structure projects to a strict 2-categorical one.",0
"The paper contains a shortcut to (infinity, 1) -categories, as well as a review of Getzler's proof of the Kan property.",0
"We make the latter concrete by applying it to the 2-term infinity -algebra case, thus recovering the concept of homotopy of Baez and Crans, as well as the corresponding composition rule cite{SS07}.",0
We also answer a question of Shoikhet about composition of infinity -homotopies of infinity -algebras.,0
"The aim of this series of papers is to develop a self-dual categorical approach to some topics in non-abelian algebra, which is based on replacing the framework of a category with that of a category equipped with a functor to it.",0
"The present paper gives some preliminary steps in this direction, where several known structures on a category, which arise in the categorical treatment of these topics, are viewed as such functors; as a result, we obtain some new conceptual links between these structures.",0
The goal of this paper is to demystify the role played by the Reedy category axioms in homotopy theory.,0
"With no assumed prerequisites beyond a healthy appetite for category theoretic arguments, we present streamlined proofs of a number of useful technical results, which are well known to folklore but difficult to find in the literature.",0
"While the results presented here are not new, our approach to their proofs is somewhat novel.",0
"Specifically, we reduce much of the hard work involved to simpler computations involving weighted colimits and Leibniz (pushout-product) constructions.",0
"The general theory is developed in parallel with examples, which we use to prove that familiar formulae for homotopy limits and colimits indeed have the desired properties.",0
This paper introduces the construction of a weakly globular double category of fractions for a category and studies its universal properties.,0
It shows that this double category is locally small and considers a couple of concrete examples.,0
We develop a theory of twisted actions of categorical groups using a notion of semidirect product of categories.,0
We work through numerous examples to demonstrate the power of these notions.,0
"Turning to representations, which are actions that respect vector space structures, we establish an analog of Schur's lemma in this context.",0
"Keeping new terminology to a minimum, we concentrate on examples exploring the essential new notions introduced.",0
"We define the analytic spectrum of a rig category (A, oplus, otimes) , and equip it with a sheaf of categories of rational functions.",0
"If the category is additive, we define a sheaf of categories of analytic functions.",0
"We relate this construction to Berkovich's analytic spaces, to Durov's generalized schemes and to Haran's F -schemes.",0
We use these relations to define analytic versions of Arakelov compactifications of affine arithmetic varieties.,0
We define a mapping space for Gray-enriched categories adapted to higher gauge theory.,0
Our construction differs significantly from the canonical mapping space of enriched categories in that it is much less rigid.,0
The two essential ingredients are a path space construction for Gray-categories and a kind of comonadic resolution of the 1-dimensional structure of a given Gray-category obtained by lifting the resolution of ordinary categories along the canonical fibration of GrayCat  over Cat .,0
"We show that the adjunction between monoids and groups obtained via the Grothendieck group construction is admissible, relatively to surjective homomorphisms, in the sense of categorical Galois theory.",0
The central extensions with respect to this Galois structure turn out to be the so-called special homogeneous surjections.,0
"In an earlier work, we constructed the almost strict Morse n -category  X  which extends Cohen and Jones and Segal's flow category.",0
"In this article, we define two other almost strict n -categories  V  and  W  where  V  is based on homomorphisms between real vector spaces and  W  consists of tuples of positive integers.",0
The Morse index and the dimension of the Morse moduli spaces give rise to almost strict n -category functors  F : X to V  and  G : X to W .,0
We prove that a large class of natural transformations (consisting roughly of those constructed via composition from the ``functorial'' or ``base change'' transformations) between two functors of the form,0
"... f^* g_* ...  actually has only one element, and thus that any diagram of such maps necessarily commutes.",0
We identify the precise axioms defining what we call a ``geofibered category'' that ensure that such a coherence theorem exists.,0
Our results apply to all the usual sheaf-theoretic contexts of algebraic geometry.,0
The analogous result that would include any other of the six functors remains unknown.,0
Counterexamples for two propositions in an article are given.,0
They are used in the paper only to prove a corollary.,0
A proof of this corollary is given without them.,0
The proof of the fibrancy of some cubical transition systems is fixed.,0
"It is proved that in any pointed category with pullbacks, coequalizers and regular epi-mono factorizations, the class of regular epimorphisms is stable under pullback along the so-called balanced effective descent morphisms.",0
Here ``balanced'' can be omitted if the category is additive.,0
A balanced effective descent morphism is defined as an effective descent morphism p: Earrow B  such that any subobject of E  is a pullback of some morphism along p .,1
"It is shown that, in any category with pullbacks and coequalizers, the class of effective descent morphisms is stable under pushout if and only if any regular epimorphism is an effective descent morphism.",0
"Moreover, it is shown that the class of descent morphisms is stable under pushout if and only if the class of regular epimorphisms is stable under pullback.",0
"To 2-categorify the theory of group representations, we introduce the notions of the 3-representation of a group in a strict 3-category and the strict 2-categorical action of a group on a strict 2-category.",0
We also 2-categorify the concept of the trace by introducing the 2-categorical trace of a 1-endomorphism in a strict 3-category.,0
"For a 3-representation rho  of a group G  and an element f  of G , the 2-categorical trace Tr_2rho_f  is a category.",0
"Moreover, the centralizer of f  in G  acts categorically on this 2-categorical trace.",0
"We construct the induced strict 2-categorical action of a finite group, and show that the 2-categorical trace Tr_2  takes an induced strict 2-categorical action into an induced categorical action of the initia groupoid.",0
"As a corollary, we get the 3-character formula of the induced strict 2-categorical action.",0
It is well known that profinite T_0 -spaces are exactly the spectral spaces.,0
"We generalize this result to the category of all topological spaces by showing that the following conditions are equivalent: (i) (X, tau)  is a profinite topological space.",0
"(ii) The T_0 -reflection of (X, tau)  is a profinite T_0 -space.",0
"(iii) (X, tau)  is a quasi spectral space.",0
"(iv) (X, tau)  admits a stronger Stone topology pi  such that (X, tau, pi)  is a bitopological quasi spectral space",0
We introduce the notion of mutation pairs in pseudo-triangulated categories.,0
"Given such a mutation pair, we prove that the corresponding quotient category carries a natural triangulated structure under certain conditions.",0
This result unifies many previous constructions of quotient triangulated categories.,0
"We survey the general theory of groupoids, groupoid actions, groupoid principal bundles, and various kinds of morphisms between groupoids in the framework of categories with pretopology.",0
The categories of topological spaces and finite or infinite dimensional manifolds are examples of such categories.,0
We study extra assumptions on pretopologies that are needed for this theory.,0
We check these extra assumptions in several categories with pretopologies.,0
Functors between groupoids may be localised at equivalences in two ways.,0
"One uses spans of functors, the other bibundles (commuting actions) of groupoids.",0
We show that both approaches give equivalent bicategories.,0
"Another type of groupoid morphism, called an actor, is closely related to functors between the categories of groupoid actions.",0
"We also generalise actors using bibundles, and show that this gives another bicategory of groupoids.",0
"We call a finitely complete category algebraically coherent if the change-of-base functors of its fibration of points are coherent, which means that they preserve finite limits and jointly strongly epimorphic pairs of arrows.",1
"We give examples of categories satisfying this condition; for instance, coherent categories and categories of interest in the sense of Orzech.",0
