Sentence,Definition?
"Then denote by  mathfrak{sp}(V)  the symplectic algebra consisting of all endomorphisms  x  of  V  such that  f(x(v),w) = - f(v,x(w))  .",1
Let  mathcal D  be a small category and  mathcal C  any category.,0
A  mathcal D  - shaped diagram is a functor  F:mathcal Dto mathcal C  .,1
Morphisms  Fto F'  of  mathcal D  - shaped diagrams are natural transformations.,0
Then we get the category  mathcal Dmathcal C  of  mathcal D  - shaped objects in  mathcal C  .,0
An object  C  of  mathcal C  determines the constant diagram  underline C  that sends each object of  mathcal D  to  C  and each morphism of  mathcal D  to the identity morphism of  C  .,1
Let  U subset mathbb R^n  be open.,0
"The partial derivative of a function  f:Utomathbb R^m  with respect to the  i  th coordinate  x_i  at  a = (a_1,dots,a_n) in U  is defined as  frac{partial f}{partial x_i}(a) = lim_{hto 0} frac{f(a_1,dots,a_i+h,dots,a_n) - f(a)}{h}  .",1
The special unitary group  text{SU}(n)  is the group of unitary matrices with unit determinant.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
Let  G  and  H  be groups.,0
"The kernel of a group homomorphism  f:Gto H  is the set of all elements  gin G  such that  f(g) = e_H  , i.e. the elements of  G  that get mapped to the identity element in  H  .",1
"Let  (X,Sigma, mu)  be a measure space.",0
Let  f = sumlimits_{k=1}^n a_k chi_{A_k}  be a simple function such that  mu(A_k) < infty  for  a_k neq 0  .,1
"The Lebesgue integral of the simple function  f  is defined as  intleft(sum_{k=1}^n a_kchi_{A_k}right)dmu = sum_{k=1}^n a_k intchi_{A_k}dmu = sum_{k=1}^n a_kmu(A_k),  consistent with the Lebesgue integral of characteristic functions.",1
"If  B  is a measurable subset of  X  and  g = sumlimits_{k=1}^n b_kchi_{B_k}  is a measurable simple function on  B  , define  int_B gdmu = intchi_Bgdmu = sum_{k=1}^nb_kmu(B_kcap B)  .",1
An embedded m - dimensional manifold with boundary that admits an orientation is an oriented manifold .,1
"A lower bound of a subset  S  of a poset  (X,leq)  is an element  a  of  P  such that for all  xin S  ,  aleq x  .",1
The complex conjugate of a complex number  z = x+iy  is  overline z = x - iy  .,1
Let  G  be a group and  N  a normal subgroup of  G  .,0
"Define an equivalence relation  sim  by setting  gsim h  if  g,h in H  .",0
Then the quotient of  G  by  N  (written  G/N  ) is the quotient by  sim  of  N  .,1
"A manifold is a topological space that is second - countable, Hausdorff, and locally homeomorphic to  mathbb R^n  .",1
Let  V  be a vector space.,0
"A subset  W subseteq V  is a vector subspace if for all  alpha in F  the ground field and  u,v in W  ,  alpha v in W  and  u+v in W  .",1
"Let  E  ,  E'  , and  B  be connected and locally path - connected topological spaces.",0
Then  g:Eto E'  is a map of coverings  p:Eto B  and  p':E'to B  of  B  if the following diagram commutes:,0
Let  mathfrak g  and  mathfrak h  be Lie algebras.,0
"The direct sum  mathfrak g oplus mathfrak h  of  mathfrak g  and  mathfrak h  is the vector space direct sum of  mathfrak g  and  mathfrak h  when considered as vector spaces endowed with the bracket  (X_1,X_2,(Y_1,Y_2)=(X_1,Y_1,X_2,Y_2)  .",1
The symmetric difference of two sets  A  and  B  is given by  Atriangle B = (Asetminus B)cup(Bsetminus A) = (Acup B)setminus (Acap B)  .,1
It is the set of elements that are in exactly one of  A  or  B  .,0
"We define the Haar integral over a topological space  X  s follows: Any Borel measure  mu  on  X  gives a linear functional  int:C_c(X) to mathbb C, fmapsto int_X(f) := int_X f(x)text dmu(x)  where  C_c(X)  is the collection of continuous complex - valued functions on  X  with compact support and the integral is defined according to that measure.",1
"The Haar integral is this  mathbb C  - linear function  int:C_c(X) to mathbb C  such that: (i) for all  fin C_c(X)  , if  f(x) geq 0  for all  xin X  then  int_X f geq 0  .",1
"Moreover,  int_X f= 0  implies that  f=0  .",0
"When  f(x)  is real; (ii) For any compact  Ksubset X  , there exists some  c_Kgeq 0  such that for all continuous functions with support in  K  ,  left|int_X fright| leq c_Kcdot maxlimits_{xin K} |f(x)|  .",0
"If we want the integral to be invariant with respect to the action of a group, we choose the measure to be the Haar measure.",0
Also keep in mind that this is in fact a special case of the Lebesgue integral!,0
All of those properties of the integral still apply here with no extra work!,0
The Borel σ - algebra on a topological space  X  is the σ - algebra generated by the open sets in  X  .,1
Let  M  be a manifold with boundary.,0
"The interior points of  M  are the points  pin M  for which there exists a chart  (U,phi)  such that  phi(p) in H^m_+  , the interior of the closed half - space.",1
Let  H  be a subgroup of the group  G  .,0
The index of  G  is  G:H = |G|/|H|  .,1
This is always an integer by Lagrange's theorem.,0
"The power set of a set  X  is the connection of all subsets of  X  , including  X  itself and the empty set.",1
It is denoted  mathcal P(X)  .,0
Let  R  be an integral domain.,0
"Then  a,bin R  are associate if the ideals they generate are equal.",1
"That is, if there exists a unit  uin R  such that  ua=b  .",0
The holomorph of a group  G  is in some sense a group that contains a copy of both  G  itself and the automorphism group of  G  .,1
"Formally,  text{Hol}(G) = Grtimes text{Aut}(G)  where the homomorphism  rho: text{Aut}(G)to text{Aut}(G)  associated to the semidirect product is the identity function.",1
"Thus the product of elements of  text{Hol}(G)  is as follows:  (g,alpha)(h,beta) = (galpha(h),alphabeta)  .",1
"Equivalently, we can define  text{Hol}(G) ={l_gcircsigma mid gin G, sigmaintext{Aut}(G)}subset S_G  where  l_g  denotes left multiplication by  g  .",1
"Let  (X,leq)  be a poset and let  Ssubseteq X  .",0
"The supremum of this subset, if it exists, is an upper bound  b  of  S  in  X  such that for all upper bounds  x  of  S  in  X  ,  bleq x  .",1
"That is, the supremum is the least upper bound.",1
Let  G  be a group acting on a set  S  .,0
"For a subgroup  H  of  G  , denote by  NH  the normalizer of  H  in  G  and let  WH = NH/H  .",1
The quotient  WH  is the Weyl group .,1
"Let  (X,*)  be a magma with identity element  e  .",0
An element  ain X  is an inverse element for  bin X  if it is both a right and a left inverse element for  b  .,1
"An attracting fixed point of a function  f  is a point  x_0  in the domain of  f  for which there exists a neighborhood  U  of  x_0  such that for all  x in U  , the iterated function sequence  {f^{circ n}(x)}_{ninmathbb n}  convergesto  x_0  .",1
"The volume of a rectifiable set  S  is  text{vol}(S) = int_S 1  , or the integral of the constant function over  S  .",1
"Let  (X,Sigma)  be a measurable space with  mu  a signed measure.",0
The negative variation of  mu  is the function  nu  given by  nu(A) = pi(A) - mu(A)  where  pi  is the positive variation of  mu  .,1
"Let  (X,Sigma,mu)  be a measure space and let  {f_n}_{ninmathbb N}  be a sequence of functions  f_n: Xto mathbb R  .",0
"The sequence converges in measure to  f  if for all  varepsilon > 0  , the measure of the set  mu({xin Xmid |f_n(x) - f(x)|>varepsilon})  converges to zero as  n  goes to infinity.",1
Let  Asubset X  be a subset of the topological space  X  .,0
The subspace topology on  A  is the topology in which the open sets are given by all sets  A cap U  where  Usubset X  is open in  X  .,1
"The support of a function  f: X to Y  is the subset  S subset X  such that for all  x in S  ,  f(x) neq 0  .",1
"For  sigma  a permutation in  S_n  , the sign of  sigma  denoted  text{sgn}(sigma)  is the determinant of the linear transformation  P_sigma:mathbb R^ntomathbb R^n  given by  P_sigma(x_1,dots,x_n) =(x_{sigma(1)},dots, x_{sigma(n)})  .",1
"Equivalently, let  {x_i}_{i=1}^n  be  n  distinct variables and let  Delta  be the polynomial  Delta = prod_{1leq ileq j leq n}(x_i - x_j)  .",0
"For each  sigmain S_n  , let  sigma  act on  Delta  by permuting the variables as their indices.",0
"That is,  sigma(Delta)=prod_{1leq ileq jleq n} (x_{sigma(i)} - x_{sigma(j)})  .",1
"Note that in general,  Delta  contains one factor of  (x_i - x_j)  for all  i < j  .",0
"Because  sigma  is a bijection on the indices,  sigma(Delta)  contains either a factor of  (x_i - x_j)  or a factor of  (x_j - x_i)  but not both.",0
"If the latter, we may write it as  ( - 1)(x_i - x_j))  .",0
Collect the  - 1  factors in the product and define  epsilon(sigma) = }  The function  epsilon  gives the sign of  sigma  .,1
"A group action of a group  G  on a set  X  is a map  Gtimes Ato A  such that (i)  g_1cdot(g_2cdot x)= (g_1g_2)cdot x  for all  g_1,g_2in G  and for all  xin X  ; (ii)  ecdot x = x  for all  xin X  .",1
"Equivalently, we can describe a group action in terms of the homomorphism  rho:Gto S_X  (to the symmetric group on  X  ) given by  rho(g) = sigma_g  where  sigma_g in S_X  is such that  xmapsto gcdot x  under  sigma_g  .",1
"When thinking of the group  G  as a groupoid with a single object, then a left action of  G  is the same as a covariant functor  Gto mathcal S  from  G  to the category of sets while a right action is like a contravariant functor.",1
"The determinant of a linear transformation  T: Vto V  (where  V  is finite - dimensional) is the unique antisymmetric  n  - variable multilinear map  text{det}  such that  text{det}:(mathbb R^n)^n to mathbb R  such that  text{det}(e_1,dots,e_n)=1  .",1
"It is defined for a the matrix  A  of  T  as  text{det}(A) = text{det}(A_1,dots,A_n)  where the  A_i  are the columns of  A  .",0
"Let  p  be a prime and let  (A,+)  be an abelian group.",0
The  p  - primary component of  A  is  A_{(p)} = {ain Amid exists ninmathbb N text{ st. }p^na= 0}  .,1
Let  G  be a group with subgroup  H  and let  G/H  be the quotient of  G  by  H  .,0
"Then  G  acts on  H  in a natural way: for all  Z = aH in G/H  ,  gcdot Z = gZ = (ga)H  .",1
"A CW complex is a topological space  X  constructed in the following way: (i) Consider a discrete set  X^0  and call its points ""0 - cells;"" (ii) Form the  n  - skeleton  X^n  from  X^{n - 1}  by attaching  n  - cells  e_alpha^n  via maps  varphi_alpha:S^{n - 1} to X^{n - 1}  .",1
Thus  X^n  is the quotient vector space of the disjoint union  X^{n - 1}coprod_alpha D_alpha^n  of  X^{n - 1}  with a collection of disks  D_alpha^n  under the identification  xsim varphi_alpha(x)  for  xin partial D_alpha^n  .,1
"As a set,  X^n = X^{n - 1}coprod_alpha e_alpha^n  where each  e_alpha^n  is an open  n  - disk; (iii) Either stop this process at a finite value of  n  , setting  X=X^n  or continue indefinitely and endow  X = bigcup_n X^n  with the weak topology.",1
A matrix Lie group  mathfrak g  is complex if it is a complex subspace of  M_n(mathbb C)  .,1
"That is, if  iXin mathfrak g  for all  Xin mathfrak g  .",0
Let  X  be a metric space.,0
"Two metrics  rho_1  ,  rho_2  are equivalent if there exists  c>0  such that  frac{1}{c}rho_1(x,y) leq rho_2(x,y) leq crho_1(x,y)  .",1
"A covering of groupoids  p:mathcal Eto mathcal B  is universal if and only if the automorphism group  pi(mathcal B,b)  of the object  b  acts freely on the fiber of  b  , denoted  F_b  .",1
"Then  F_b  is isomorphic to  pi(mathcal B, b)  as a  pi(mathcal B,b)  - set.",0
A harmonic polynomial is a harmonic function that is also a polynomial.,1
Let  G  and  G'  be compact topological groups with respective Haar integrals  int_G  and  int_{G'}  .,0
"For continuous functions  f,f':G,G'to mathbb C  , denote by  fboxtimes f':Gtimes G to mathbb C  the function such that  (g,g')mapsto f(g)f'(g')  .",0
"From this and given continuous representations  rho:Gto GL(V)  and  rho':Gto GL(V')  , we can define the box product of representations into the tensor product of  V  and  V'  as  rhoboxtimes rho' :Gtimes G to GL(Votimes V')  given by  (g,g')mapsto rho(g) otimes rho'(g')  .",1
Let  L  be a finite - dimensional vector space.,0
"Then consider  L  as a Lie algebra by setting  xy=0  for all  x,y in L  .",0
Such a Lie algebra is called abelian .,1
Let  G  be a group and  S  some subset of  G  .,0
A group word in  S  is an expression of the form  s_1^{ell_1}s_2^{ell_2}cdots s_n^{ell_n}  where  s_i in S  and  ell_i = pm 1  .,1
Let  X  be a metric space.,0
"The completion of  X  is the complete metric space  (tilde X, tilde rho)  such that  X  is a dense subset of  tilde X  and  rho(x,y) = tilderho(x,y)  for all  x,y in X  as constructed here.",1
"Let  mathfrak g  be a complex, semisimple Lie algebra and  mathfrak h  a Cartan subalgebra of  mathfrak g  .",0
"Let  (V,rho)  be a representation of  mathfrak g  and let  lambda  be a linear functional on  mathfrak h  .",0
We can consider the vector space  V  as a  mathfrak g  - module by setting  xcdot v = rho(x)v  for all  x in mathfrak g  .,0
"Then the weight space of  V  with weight  lambda  is the subspace  V_lambda subset V  given by  V_lambda ={vin Vmid forall Hin mathfrak h, Hcdot v = lambda(H)c}  .",1
Let  G  be a group and  R  a ring.,0
The group ring  RG  is the set of formal sums of elements in  G  with coefficients in  R  .,1
"By convention,  1cdot g = g  and  0cdot g  terms are omitted from the sum.",0
"Addition is defined by components and multiplication is defined by  (ag_i)(bg_j) = abg_k  where  g_ig_j = g_k  , and extended distributively.",1
"Let  (V,rho)  be a representation of the group  G  .",0
"A vector subspace  W  of  V  is  G  - invariant if for all  win W  and  gin G  ,  rho(g)w in W  .",1
Let  V  and  W  be vector spaces.,0
An intertwiner between two representations  phi:Gto GL(V)  and  psi:Gto GL(W)  of the group  G  is a linear transformation  T:Vto W  such that  Tcirc(phi(g)) = (psi(g))circ T  for all  g in G  .,1
The category of topological spaces is the category whose objects are topological spaces and whose morphisms are continuous functions.,1
Let  X  be a topological space.,0
A set  Asubset X  is meager if it may be expressed as a countable union of nowhere dense sets,1
A complex group representation  rho: Gto GL(V)  is unitary if  rho(g)  is unitary for all  gin G  .,1
"Explicitly, it is unitary if the Hermitian adjoint  rho(g)^* = rho(g)^{ - 1} = rho(g^{ - 1})  for all  gin G  .",1
A topological space is connected if it cannot be expressed as the disjoint union of two nonempty open subsets.,1
"Let  W_1,W_2 subset mathbb R^n  be open.",0
"A function  g: W_1to W_2  is a  C^k  - embedding if  g  is injective,  g  is of class  C^k  , and the total derivative  Dg(x)  is invertible for all  x in W_1  .",1
A subset  Hsubset G  of the group  G  is a subgroup of  G  if it is itself a group under the operation inherited from  G  .,1
"The subgroup axioms are - closure under  *  ; - the identity element of  G  is in  H  ; - for every  hin H  , the inverse element  h^{ - 1}  is also in  H  .",1
"Let  (V,rho)  be a finite - dimensional representation of a group  G  where  V  is a vector space over the field  F  .",0
The character of this representation is the function  chi_rho:Gto F  given by  chi_rho(g) = text{Tr}(rho(g))  .,1
Let  G  be a group acting on a set  X  .,0
The orbit of some  x in X  is the set of elements of  X  to which  x  can be moved by the elements of  G  .,1
It is denoted  Gcdot x = {gcdot x mid g in G}  .,0
"The set of orbits of points of  X  creates a partition of  X  with associated equivalence relation given by  xsim y  if and only if there exists  g in G  with  gcdot x =y  , and the orbits are equivalence classes.",0
"Equivalently, an orbit of  x  is the subset of  X  containing  x  on which the action of  G  is transitive.",1
Let  R  be an integral domain and let  M  be an  R  - module.,0
"Then for any submodule  N  of  M  , the annihilator of  N  is defined as  text{Ann}(N) = {rin Rmid rn=0text{ for all } nin N}  .",1
"An inner product space is a vector space  V  together with an inner product  langlecdot,cdotrangle  on  V  .",1
"A category is complete if it ""has all"" limits.",1
Let  V  be an  n  - dimensional vector space.,0
A representation of a group  G  is a group homomorphism  rho: G to GL(V)  from  G  to the  n  - dimensional general linear group of invertible linear transformations of  V  .,1
Let  X  be a topological space.,0
"The local homology groups of  X  at the point  xin X  are the relative homology groups  H_n(X,Xsetminus {x})  .",1
A function  f:Ato B  is bijective if it is both injective and surjective.,1
A Lie algebra  L  is semisimple if its radical  text{Rad}(L) = {0}  .,1
"A linear transformation  phi:L to L'  for Lie algebras  L  and  L'  is a homomorphism if it preserves the bracket operation, that is if  phi(xy_L) = phi(x)phi(y)_{L'}  .",1
A Lie algebra homomorphism is an isomorphism if it is bijective.,1
"Assuming the Axiom of Choice, the cardinality of a set  X  is the least ordinal number  alpha  such that there exists a bijection between  X  and  alpha  .",1
There exists a well - ordering on the cardinal numbers under the relation  |A| leq |B|  if and only if there exists an injection from  A  to  B  .,0
Let  p  be a prime number.,0
A  p  - group is a group whose order is a power of  p  .,1
"Equivalently, the order of every element in a  p  - group is a power of  p  .",0
"A ring  R  is a Euclidean domain if there exists a norm  N  on  R  such that for all nonzero  a,bin R  , there exist  q,rin R  such that  a = qb+r  and either  r=0  or  N(r) < N(b)  .",1
A ring ideal is proper if it is a proper subset of its parent ring.,1
A set  X  is countable if there exists a bijection between  X  and the set  mathbb N  of natural numbers.  |mathbb N|  is the cardinal number of the naturals.,1
Let  f:Qtomathbb R  be a bounded function defined on the rectangle  Q  in  mathbb R^n  .,0
"The upper integral of  f  over  Q  is the infimum over all partitions of  Q  of the upper sum of  Q  :  overline{int_Q}f = inf_P U(f,P) ",1
Let  T: Vto V  be a linear transformation from the vector space  V  to itself.,0
A vector subspace  Wsubseteq V  is an invariant subspace of  T  if the image of  W  is contained in  W  .,1
"That is,  T(W)subseteq W  .",0
"An integral domain  R  is a unique factorization domain if (i) Every nonzero, non - unit  rin R  can be written as a product of irreducibles; and (ii) Whenever  p_1cdots p_n=q_1cdots q_m  for  p_i,q_j  irreducible and  m,ninmathbb N  , then  m=n  ; (iii) If N ∗ is measurable, then so are its translates Nn∗ = N ∗ + rn , where {rn }∞n=1 is an enumeration of Q. How does this imply that m(N∗) > 0? Can the difference set of N∗ contain an open interval centered at the origin?]",1
"In particular, for every association class of irreducibles, we can choose a representative, and let  P  be the collection of such representatives so that every  rin R  can be written uniquely as  r= uprod_{pin P} p^{e_p}  for  u  a unit and all but finitely many of the  e_p  equal to zero.",0
"Let  R  be a commutative ring and let  a,b in R  .",0
We say that  a  divides  b  if there exists  rin R  such that  a = rb  .,1
"Equivalently,  a  divides  b  if the ideal generated by  b  is contained in the ideal generated by  a  .",1
"Let  f:mathbb Ctomathbb C  , and write it as follows:  f(z) = u(x,y) + iv(x,y)  where  zin mathbb C  is such that  z = x+iy  and  u,v:mathbb R^2to mathbb R  .",0
Then  f  is complex differentiable at  z_0in mathbb C  with derivative  f'(z_0)  if the limit  f'(z_0) = lim_{zto z_0} frac{f(z) - f(z_0)}{z - z_0}  exists.,1
A complex  ntimes n  matrix  U  is unitary if its conjugate transpose  U^*  is equal to its inverse  U^{ - 1}  .,1
"A category is cocomplete if it ""has all"" colimits.",1
"The pair  (U,phi)  as in the definition of orientable defines an orientation on an embedded m - dimensional manifold with boundary  M  .",1
"Two pairs  (U,phi)  and  (V,psi)  determine the same orientation if for every local parametrization  f:Wto M  where  W subset H^m  is open in  H^m  , there exists a positive function  g:Wtomathbb R  such that  f^*(phi) = gf^*phi  .",0
An orientation on  M  is an equivalence class if pairs that determine the same orientation on  M  .,0
"Let  (V,F)  and  (W,F)  be vector spaces over the same field with respective inner products  langlecdot,cdotrangle_V  and  langlecdot,cdotrangle_V  .",0
"The adjoint of a linear transformation  T:Vto W  is the linear transformation  T^*: W to V  such that  langle T(v), wrangle_W = langle v, T^*(w)rangle_V  for all  v in V  and  w in W  .",1
Fix  {V_i}_{iin mathbb N}  a (possibly infinite) sequence of finite - dimensional vector spaces over a field  k  .,0
"Then we can define  V = bigoplus_{igeq 0}V_i = {(v_{i_1},dots, v_{i_N}) mid Nin mathbb N, v_{i_k} in V_{i_k}}  .",1
"If we consider each  V_i  as a linearly independent subspace of  V  , we can consider the tuples as finite sums of vectors.",0
Such a  V  is a graded vector space .,1
A module over a ring  M  is simple if it has no nonzero proper submodules.,1
Let  Usubsetmathbb R^n  be an open set and let  f:Utomathbb R^n  be of class  C^1  .,0
A point  ain mathbb R^n  is a critical value of  f  if there exists a critical point  c in U  such that  f(c) =a  .,1
A norm  N  on a ring  R  is a function  N: Rto mathbb N  (here  mathbb N  is assumed to include  0  ) such that  N(0) = 0  .,1
Such a function is called positive if it is nonzero on every element except for the additive identity.,1
"A covering space  p:Eto B  is regular if the image of the induced homomorphism|induced homomorphism  p_*(pi_1(E,e))  is a normal subgroup of the fundamental group  pi_1(B,b)  .",1
Let  R  be a ring and consider the graded polynomial algebra,0
" P = mathbb Rx_1,dots,x_d  .",0
Then Vandermonde determinant is the product  Delta_d = prod_{1leq i < j leq d}(x_j - x_i)  .,1
It is equal to the determinant  Delta_d = det}  .,0
It is a homogeneous polynomial with integer coefficients of degree  frac{d(d - 1)}{2}  .,0
Let  n > 0  .,0
"As a generalization of the Vandermonde determinant, given any subset  Jsubseteq {1,dots,n}  define  Delta(J) = prod_{{i,jin J mid i < j}}(x_i - j_i)  .",1
"Moreover, given a partition  lambda = (lambda_1,dots, lambda_k)  of  n  , let  alpha_i = {lambda_i, lambda_i + 1, dots, lambda_{i+1} - 1}  so that  {1,dots,n} = coprod_{i=1}^k alpha_i  as disjoint subsets.",0
"Then we define  Delta_lambda = prod_{i=1}^k Delta(alpha_i),  which turns out to be a homogeneous polynomial of degree  deg Delta_lambda = d_lambda = sum_{i=1}^k deg(Delta(alpha_i)) = sum_{i=1}^k frac{lambda_i(lambda_i +1)}{2}  .",0
"Moreover, if  text{sign}_lambda  is the restriction of the sign representation to the Young subgroup  S_lambda  , then  Delta_lambda in(P^{d_lambda})^{text{sign}_lambda}  .",0
"That is,  Delta_lambda  is a degree -  d_lambda  invariant polynomials under the representation  text{sign}_lambda  .",0
Let  X  and  Y  be topological spaces.,0
"A lift of a continuous map  f:Yto X  is a map  tilde f:Yto tilde X  such that  ptilde f = f  where  p  is the map associated to the covering space  (p,tilde X)  .",1
"Let  R  be a ring, let  M  be an  R  - module, and let  Nsubseteq N  be a submodule of  M  .",0
Then the quotient module  M/N  is the set of cosets  {m+Nmid min M}  with addition defined by  (m_1+N)+ (m_2+N) = (m_1+m_2) + N  and scalar multiplication by  r(m_1 + N) = (rm_1)+N  .,1
"The set  Asubset mathbb R  is an interval if for all  a,b in A  with  a<b  and  xin mathbb R  ,  a<x<b implies xin A  .",1
Let  Usubsetmathbb R^n  be an open set.,0
A differential  k  - form on  U  is a map to the  k  th exterior product of the dual space of  mathbb R^n  :  phi:Utowedge^k((mathbb R^n)^*)  .,1
A  0  - form is just a function.,1
Wedging a  0  - form with something amounts to multiplication by the function.,0
Let  Usubsetmathbb R^n  be an open set.,0
Then we write  mathcal A^k(U)  for the vector space of k - forms on  U  .,0
Let  R  be a ring and let  M  be an  R  - module.,0
"For  A  and  B  submodules of  M  , define the sum of  A  and  B  by  A+B = {a+bmid ain A,bin B}  .",1
"It is itself a submodule of  M  , and in particular is the smallest one containing both  A  and  B  .",0
"The Baire classes of continuous real - valued functions on a topological space  X  are defined as follows: - continuous functions are Baire - 0; - functions that are the pointwise limit of a sequence of continuous functions are Baire - 1; - for all  alpha in mathbb N  , functions that are the pointwise limit of a sequence functions of Baire class less than  alpha  are Baire -  alpha  .",1
Let  R  be a ring.,0
Two ideals  A  and  B  of  R  are comaximal if the sum  A+B=R  .,1
A Lie algebra  L  is nilpotent if some element  L^n  of the descending central series or the ascending central series is equal to  {0}  .,1
"An abelian group  (A,+)  is divisible if for every  din mathbb N  and for every  ain A  , there exists  a'in A  such that  da' = a  .",1
A normed linear space is a vector space together with a norm.,1
Let  E  and  B  be compactly generated topological spaces.,0
"A continuous map  p:Eto B  is a bundle if when restricted to the spaces  U  in a numerable open cover of  B  , there are homeomorphisms  phi:Utimes Fto p^{ - 1}(U)  such that  picircphi = pi_1  for some fixed topological space  F  ; what is  pi_1  ?",1
check if this is the right thing,0
Let  G  and  H  be Lie groups.,0
A map  phi  from  G  to  H  is an isomorphism of Lie groups if it is a homeomorphic group homomorphism.,1
"Equivalently,  Phi  is an isomorphism of Lie groups if it is a bijective homomorphism of Lie groups with continuous inverse.",1
Let  Usubsetmathbb R^n  be an open subset and let  phi  be an n - form on  U  .,0
"Then we can uniquely write  phi  as  phi = g(x_1,dots,x_n)dx_1wedgecdotswedge dx_n  for some ( what kind?) function  g:Utomathbb R  .",1
"If  phi  has compact support, we can define the integral of the  n  - form to be  int_U phi = int_U g,  if it exists.",0
"A category is small if both its collection of objects and its collection of morphisms are sets, not proper classes",1
The radical of a Lie algebra  L  is the maximal solvable ideal of  L  .,1
Let  V  be a vector space.,0
A subset  W subset V  is linearly dependent if it is not linearly independent.,1
Let  G  be a group and  V  a vector space.,0
"The trivial representation is the representation  rho: Gto text{GL}(V)  such that for all  gin G  ,  rho(g) = text{id}_V  .",1
Let  S  be a simple Lie algebra representation  mathfrak g  .,0
The isotypic component of type  S  of a representation  V  is the direct sum of subrepresentations of  V  isomorphic to  S  .,1
The strong differential basis is the differential basis consisting of rectangles containing  x  that are parallel to all axes of  mathbb R^n  .,1
A group  G  is cyclic if it is generated by a single element.,1
"Let  (X,Sigma)  be a measurable space with measures  mu  and  nu  such that  nu  is absolutely continuous with respect to  mu  .",0
The Radon - Nikodym derivative  frac{text dnu}{text dmu}  is the function  f in  L  _1(mu)  such that  nu(A) = int_A ftext dmu  .,1
"Let  (X,Sigma)  be a measurable space and let  mu  and  nu  both be measures on  (X,Sigma)  .",0
"Then  mu  and  nu  are singular , written  mu perp nu  , if there exist disjoint sets  A,Bsubset X  such that  mu equiv 0  outside of  A  and  nu equiv 0  outside of  B  .",1
"That is,  mu(A') = 0  for all  A'subset Xsetminus A  and  nu(B') =0  for all  B'subset Xsetminus B  .",0
Let  mathcal B  be a groupoid.,0
Then  text{Cov}(mathcal B)  denotes the category of coverings of  mathcal B  where the objects are coverings  p:mathcal Eto mathcal B  and the morphisms are maps of coverings of  mathcal B  .,1
"When there is no ambiguity, we write  text{Cov}(mathcal E,mathcal E')  for the set of maps  mathcal Eto mathcal E'  .",0
Let  f:Qtomathbb R  be a bounded function defined on the rectangle  Q  in  mathbb R^n  .,0
"The lower integral of  f  over  Q  is the supremum over all partitions of  Q  of the lower sum of  Q  :  underline{int_Q}f = sup_P L(f,P) ",1
"Let  X  be a topological space and let  f,g:Ito X  be two paths in  X  such that  f(0) = g(0) = x  and  f(1) = g(1)=y  .",0
"That is,  f  and  g  are both paths *from*  x  *to*  y  in  X  .",0
"Then  f  and  g  are said to be homotopically equivalent if there exists a homotopy  h: Itimes I to X  such that (i)  h(s,0) = f(s)  ; (ii)  h(s,1) = g(s)  ; (iii)  h(0,t) = x  ; (iv)  h(1,t) = y  .",1
Homotopy equivalence of paths forms an equivalence relation on paths in  X  .,0
"Let  P = mathbb Cx_1,dots, x_n  be the graded polynomial algebra and let  P^d  be the subspace of degree -  d  homogeneous polynomials.",0
Let  lambda  be a partition of  n  .,0
Then define  V(lambda)= mathbb Ctext{ - span}{s(Delta_lambda) mid sin S_n}  .,0
"That is,  V(lambda)  is the collection of  mathbb C  - linear combinations of images of the Vandermonde polynomial under the action of the symmetric group  S_n  on variables by permutation.",1
"It is an  S_n  - invariant subspace of  P^{d_lambda}  , and moreover it defines a representation of  S_n   rho:S_nto GL(V(lambda))  called the Specht module associated to  lambda  .",0
It is a module via the correspondence between representations and modules over the group algebra.,0
An  mtimes n  (real or complex) matrix  A  is a collection of  mn  entries  (a_{ij})  which are either real or complex numbers arranged in  m  rows and  n  columns as follows:  }  Two matrices of the same size may be added together entrywise.,1
"A field is a set  F  together with two binary operations addition (  +  ) and multiplication (  cdot  ) such that - Addition and multiplication are both associative; - Addition and multiplication are both commutative; - There exist two distinct elements  0neq 1  in  F  such that  0  is an additive identity and  1  is a multiplicative identity; - Every element of  F  has an additive inverse; - Every nonzero element of  F  has a multiplicative inverse; - Multiplication distributes over addition as follows:  acdot (b+c) = (acdot b) + (acdot c)  for all  a,b,cin F  .",1
"Equivalently, a field is a commutative division ring.",1
The elements of L  _infty  are called essentially bounded .,1
"That is, their absolute values have finite essential supremum.",1
"The barycenter of an n - simplex  v_0,dots,v_n  is the point  b=sum_i t_iv_i  whose barycentric coordinates  t_i  are all equal.",1
"Specifically,  t_i = frac{1}{(n+1)}  for each  i  .",0
Let  Dsubsetmathbb R^2  be connected and open and let  f:Dto mathbb R  be continuous.,0
Then let  zinmathbb R^2  .,0
"If for some  varepsilon > 0  , the closure  overline{B(z,varepsilon)}  of the ball of radius  varepsilon  centered at  z  is contained within  D  (i.e.  overline{B(z,varepsilon)}subset D  ), then the circular mean value  MV(f,z,varepsilon)  is the average value of  f  on the boundary  partial B(z,varepsilon)  .",1
"This is given by  MV(f,z,varepsilon) =frac{1}{2pi varepsilon} int_{{winmathbb R^2 mid |w - z|=varepsilon}} f(w) |text dw|  where the integral is taken with respect to arc length.",0
